course_key,course_name,module_key,hk,sub_hk,topic,difficulty,question_type,question,option_a,option_b,option_c,option_d,correct_option,explanation,source,source_url
schreiner,Schreiner/in EFZ,sch_l01,HKB1,L01,"1. Semester VP: Arbeitswelt, Sicherheit, Dokumentation und Projektion",medium,single_choice,Worauf muss man beim Thema Regierapport in der Praxis besonders achten?,einen Montageplan ersetzen im Rahmen der Routine,nur die Kundenzufriedenheit bewerten bei vergleichbaren Aufgaben,"Zeit, Material und ausgeführte Arbeiten für eine Abrechnung erfassen",ausschliesslich Maschinenfehler melden im konkreten Auftrag,C,Regierapporte dienen als nachvollziehbare Grundlage für Aufwand und Verrechnung.,"Bildungsplan Schreiner/in EFZ, VSSM/SBFI; Schullehrplan Schreiner/in EFZ, BWZ Lyss",https://www.vssm.ch/sites/default/files/vssm/berufsbildung/schreiner_efz/bildungsplan_efz.pdf
schreiner,Schreiner/in EFZ,sch_l01,HKB1,L01,"1. Semester VP: Arbeitswelt, Sicherheit, Dokumentation und Projektion",hard,single_choice,Welche Aussage zum Thema Regierapport passt fachlich am besten?,einen Montageplan ersetzen im normalen Werkstattbetrieb,nur die Kundenzufriedenheit bewerten bei sachgemässer Ausführung,ausschliesslich Maschinenfehler melden im üblichen Berufsalltag,"Zeit, Material und ausgeführte Arbeiten für eine Abrechnung erfassen",D,Regierapporte dienen als nachvollziehbare Grundlage für Aufwand und Verrechnung.,"Bildungsplan Schreiner/in EFZ, VSSM/SBFI; Schullehrplan Schreiner/in EFZ, BWZ Lyss",https://www.vssm.ch/sites/default/files/vssm/berufsbildung/schreiner_efz/bildungsplan_efz.pdf
schreiner,Schreiner/in EFZ,sch_l01,HKB1,L01,"1. Semester VP: Arbeitswelt, Sicherheit, Dokumentation und Projektion",easy,single_choice,Welche Aussage beschreibt Planarten im Schreinerberuf am besten?,"Skizze, Projektplan, Werkzeichnung und Detailplan unterscheiden",alle Pläne gleich bemassen im konkreten Auftrag,Fotos als einzige Planung verwenden im laufenden Tagesgeschäft,Massangaben erst nach Produktion ergänzen im Werkstattumfeld,A,Verschiedene Planarten haben unterschiedliche Genauigkeit und Funktionen.,"Bildungsplan Schreiner/in EFZ, VSSM/SBFI; Schullehrplan Schreiner/in EFZ, BWZ Lyss",https://www.vssm.ch/sites/default/files/vssm/berufsbildung/schreiner_efz/bildungsplan_efz.pdf
schreiner,Schreiner/in EFZ,sch_l01,HKB1,L01,"1. Semester VP: Arbeitswelt, Sicherheit, Dokumentation und Projektion",medium,single_choice,Worauf muss man beim Thema Planarten in der Praxis besonders achten?,alle Pläne gleich bemassen im üblichen Berufsalltag,"Skizze, Projektplan, Werkzeichnung und Detailplan unterscheiden",Fotos als einzige Planung verwenden nach gängiger Praxis,Massangaben erst nach Produktion ergänzen unter typischen Arbeitsbedingungen,B,Verschiedene Planarten haben unterschiedliche Genauigkeit und Funktionen.,"Bildungsplan Schreiner/in EFZ, VSSM/SBFI; Schullehrplan Schreiner/in EFZ, BWZ Lyss",https://www.vssm.ch/sites/default/files/vssm/berufsbildung/schreiner_efz/bildungsplan_efz.pdf
schreiner,Schreiner/in EFZ,sch_l01,HKB1,L01,"1. Semester VP: Arbeitswelt, Sicherheit, Dokumentation und Projektion",hard,single_choice,Welche Aussage zum Thema Planarten passt fachlich am besten?,alle Pläne gleich bemassen im Werkstattumfeld,Fotos als einzige Planung verwenden im Produktionsalltag,"Skizze, Projektplan, Werkzeichnung und Detailplan unterscheiden",Massangaben erst nach Produktion ergänzen bei sachgemässem Ablauf,C,Verschiedene Planarten haben unterschiedliche Genauigkeit und Funktionen.,"Bildungsplan Schreiner/in EFZ, VSSM/SBFI; Schullehrplan Schreiner/in EFZ, BWZ Lyss",https://www.vssm.ch/sites/default/files/vssm/berufsbildung/schreiner_efz/bildungsplan_efz.pdf
schreiner,Schreiner/in EFZ,sch_l01,HKB1,L01,"1. Semester VP: Arbeitswelt, Sicherheit, Dokumentation und Projektion",easy,single_choice,Welche Aussage beschreibt Linienarten nach Norm im Schreinerberuf am besten?,alle Linien gleich dick zeichnen im Rahmen der Routine,Schraffuren als Masse verwenden unter typischen Arbeitsbedingungen,Text statt Linienarten einsetzen bei vergleichbaren Aufgaben,"sichtbare Kanten, verdeckte Kanten und Mittellinien klar unterscheiden",D,Normgerechte Linien verbessern Lesbarkeit und vermeiden Missverständnisse.,"Bildungsplan Schreiner/in EFZ, VSSM/SBFI; Schullehrplan Schreiner/in EFZ, BWZ Lyss",https://www.vssm.ch/sites/default/files/vssm/berufsbildung/schreiner_efz/bildungsplan_efz.pdf
schreiner,Schreiner/in EFZ,sch_l01,HKB1,L01,"1. Semester VP: Arbeitswelt, Sicherheit, Dokumentation und Projektion",medium,single_choice,Worauf muss man beim Thema Linienarten nach Norm in der Praxis besonders achten?,"sichtbare Kanten, verdeckte Kanten und Mittellinien klar unterscheiden",alle Linien gleich dick zeichnen im normalen Werkstattbetrieb,Schraffuren als Masse verwenden bei sachgemässem Ablauf,Text statt Linienarten einsetzen bei sachgemässer Ausführung,A,Normgerechte Linien verbessern Lesbarkeit und vermeiden Missverständnisse.,"Bildungsplan Schreiner/in EFZ, VSSM/SBFI; Schullehrplan Schreiner/in EFZ, BWZ Lyss",https://www.vssm.ch/sites/default/files/vssm/berufsbildung/schreiner_efz/bildungsplan_efz.pdf
schreiner,Schreiner/in EFZ,sch_l01,HKB1,L01,"1. Semester VP: Arbeitswelt, Sicherheit, Dokumentation und Projektion",hard,single_choice,Welche Aussage zum Thema Linienarten nach Norm passt fachlich am besten?,alle Linien gleich dick zeichnen im konkreten Auftrag,"sichtbare Kanten, verdeckte Kanten und Mittellinien klar unterscheiden",Schraffuren als Masse verwenden bei vergleichbaren Aufgaben,Text statt Linienarten einsetzen im laufenden Tagesgeschäft,B,Normgerechte Linien verbessern Lesbarkeit und vermeiden Missverständnisse.,"Bildungsplan Schreiner/in EFZ, VSSM/SBFI; Schullehrplan Schreiner/in EFZ, BWZ Lyss",https://www.vssm.ch/sites/default/files/vssm/berufsbildung/schreiner_efz/bildungsplan_efz.pdf
schreiner,Schreiner/in EFZ,sch_l01,HKB1,L01,"1. Semester VP: Arbeitswelt, Sicherheit, Dokumentation und Projektion",easy,single_choice,Welche Aussage beschreibt Normalprojektion im Schreinerberuf am besten?,einen Fluchtpunkt frei wählen bei sachgemässer Ausführung,alle Kanten perspektivisch verkürzen nach gängiger Praxis,"Draufsicht, Ansicht und Seitenansicht rechtwinklig darstellen",nur die schönste Ansicht zeichnen im üblichen Berufsalltag,C,Normalprojektionen zeigen Werkteile massstäblich und ohne perspektivische Verzerrung.,"Bildungsplan Schreiner/in EFZ, VSSM/SBFI; Schullehrplan Schreiner/in EFZ, BWZ Lyss",https://www.vssm.ch/sites/default/files/vssm/berufsbildung/schreiner_efz/bildungsplan_efz.pdf
schreiner,Schreiner/in EFZ,sch_l01,HKB1,L01,"1. Semester VP: Arbeitswelt, Sicherheit, Dokumentation und Projektion",medium,single_choice,Worauf muss man beim Thema Normalprojektion in der Praxis besonders achten?,einen Fluchtpunkt frei wählen im laufenden Tagesgeschäft,alle Kanten perspektivisch verkürzen im Produktionsalltag,nur die schönste Ansicht zeichnen im Werkstattumfeld,"Draufsicht, Ansicht und Seitenansicht rechtwinklig darstellen",D,Normalprojektionen zeigen Werkteile massstäblich und ohne perspektivische Verzerrung.,"Bildungsplan Schreiner/in EFZ, VSSM/SBFI; Schullehrplan Schreiner/in EFZ, BWZ Lyss",https://www.vssm.ch/sites/default/files/vssm/berufsbildung/schreiner_efz/bildungsplan_efz.pdf
schreiner,Schreiner/in EFZ,sch_l01,HKB1,L01,"1. Semester VP: Arbeitswelt, Sicherheit, Dokumentation und Projektion",hard,single_choice,Welche Aussage zum Thema Normalprojektion passt fachlich am besten?,"Draufsicht, Ansicht und Seitenansicht rechtwinklig darstellen",einen Fluchtpunkt frei wählen nach gängiger Praxis,alle Kanten perspektivisch verkürzen im Rahmen der Routine,nur die schönste Ansicht zeichnen unter typischen Arbeitsbedingungen,A,Normalprojektionen zeigen Werkteile massstäblich und ohne perspektivische Verzerrung.,"Bildungsplan Schreiner/in EFZ, VSSM/SBFI; Schullehrplan Schreiner/in EFZ, BWZ Lyss",https://www.vssm.ch/sites/default/files/vssm/berufsbildung/schreiner_efz/bildungsplan_efz.pdf
schreiner,Schreiner/in EFZ,sch_l01,HKB1,L01,"1. Semester VP: Arbeitswelt, Sicherheit, Dokumentation und Projektion",easy,single_choice,Welche Aussage beschreibt Parallelprojektion im Schreinerberuf am besten?,alle Tiefen im Fluchtpunkt bündeln im normalen Werkstattbetrieb,räumliche Körper mit parallelen Achsen verständlich darstellen,nur verdeckte Linien zeichnen bei sachgemässem Ablauf,Massketten ohne Bezug setzen im Produktionsalltag,B,"Parallelprojektionen helfen, Körper räumlich zu verstehen und konstruktiv zu skizzieren.","Bildungsplan Schreiner/in EFZ, VSSM/SBFI; Schullehrplan Schreiner/in EFZ, BWZ Lyss",https://www.vssm.ch/sites/default/files/vssm/berufsbildung/schreiner_efz/bildungsplan_efz.pdf
schreiner,Schreiner/in EFZ,sch_l01,HKB1,L01,"1. Semester VP: Arbeitswelt, Sicherheit, Dokumentation und Projektion",medium,single_choice,Worauf muss man beim Thema Parallelprojektion in der Praxis besonders achten?,alle Tiefen im Fluchtpunkt bündeln im konkreten Auftrag,nur verdeckte Linien zeichnen bei vergleichbaren Aufgaben,räumliche Körper mit parallelen Achsen verständlich darstellen,Massketten ohne Bezug setzen im Rahmen der Routine,C,"Parallelprojektionen helfen, Körper räumlich zu verstehen und konstruktiv zu skizzieren.","Bildungsplan Schreiner/in EFZ, VSSM/SBFI; Schullehrplan Schreiner/in EFZ, BWZ Lyss",https://www.vssm.ch/sites/default/files/vssm/berufsbildung/schreiner_efz/bildungsplan_efz.pdf
schreiner,Schreiner/in EFZ,sch_l01,HKB1,L01,"1. Semester VP: Arbeitswelt, Sicherheit, Dokumentation und Projektion",hard,single_choice,Welche Aussage zum Thema Parallelprojektion passt fachlich am besten?,alle Tiefen im Fluchtpunkt bündeln im üblichen Berufsalltag,nur verdeckte Linien zeichnen bei sachgemässer Ausführung,Massketten ohne Bezug setzen im normalen Werkstattbetrieb,räumliche Körper mit parallelen Achsen verständlich darstellen,D,"Parallelprojektionen helfen, Körper räumlich zu verstehen und konstruktiv zu skizzieren.","Bildungsplan Schreiner/in EFZ, VSSM/SBFI; Schullehrplan Schreiner/in EFZ, BWZ Lyss",https://www.vssm.ch/sites/default/files/vssm/berufsbildung/schreiner_efz/bildungsplan_efz.pdf
schreiner,Schreiner/in EFZ,sch_l01,HKB1,L01,"1. Semester VP: Arbeitswelt, Sicherheit, Dokumentation und Projektion",easy,single_choice,Welche Aussage beschreibt SI-Einheiten im Schreinerberuf am besten?,"Längen, Flächen und Volumen korrekt umrechnen",Millimeter und Meter beliebig mischen,Flächen wie Längen umrechnen im konkreten Auftrag,Einheiten in Rechnungen weglassen,A,Saubere Einheiten verhindern Rechen- und Zuschnittfehler.,"Bildungsplan Schreiner/in EFZ, VSSM/SBFI; Schullehrplan Schreiner/in EFZ, BWZ Lyss",https://www.vssm.ch/sites/default/files/vssm/berufsbildung/schreiner_efz/bildungsplan_efz.pdf
schreiner,Schreiner/in EFZ,sch_l01,HKB1,L01,"1. Semester VP: Arbeitswelt, Sicherheit, Dokumentation und Projektion",medium,single_choice,Worauf muss man beim Thema SI-Einheiten in der Praxis besonders achten?,Millimeter und Meter beliebig mischen,"Längen, Flächen und Volumen korrekt umrechnen",Flächen wie Längen umrechnen im üblichen Berufsalltag,Einheiten in Rechnungen weglassen,B,Saubere Einheiten verhindern Rechen- und Zuschnittfehler.,"Bildungsplan Schreiner/in EFZ, VSSM/SBFI; Schullehrplan Schreiner/in EFZ, BWZ Lyss",https://www.vssm.ch/sites/default/files/vssm/berufsbildung/schreiner_efz/bildungsplan_efz.pdf
schreiner,Schreiner/in EFZ,sch_l01,HKB1,L01,"1. Semester VP: Arbeitswelt, Sicherheit, Dokumentation und Projektion",hard,single_choice,Welche Aussage zum Thema SI-Einheiten passt fachlich am besten?,Millimeter und Meter beliebig mischen,Flächen wie Längen umrechnen im Werkstattumfeld,"Längen, Flächen und Volumen korrekt umrechnen",Einheiten in Rechnungen weglassen,C,Saubere Einheiten verhindern Rechen- und Zuschnittfehler.,"Bildungsplan Schreiner/in EFZ, VSSM/SBFI; Schullehrplan Schreiner/in EFZ, BWZ Lyss",https://www.vssm.ch/sites/default/files/vssm/berufsbildung/schreiner_efz/bildungsplan_efz.pdf
schreiner,Schreiner/in EFZ,sch_l01,HKB1,L01,"1. Semester VP: Arbeitswelt, Sicherheit, Dokumentation und Projektion",easy,single_choice,Welche Aussage beschreibt IPERKA im Schreinerberuf am besten?,"improvisieren, pressen, ersetzen, reparieren im Rahmen der Routine","ignorieren, probieren, eilen, korrigieren unter typischen Arbeitsbedingungen","inventarisieren, polieren, einräumen, kalkulieren bei vergleichbaren Aufgaben","informieren, planen, entscheiden, realisieren, kontrollieren und auswerten",D,IPERKA strukturiert berufliche Aufgaben vom Auftrag bis zur Auswertung.,"Bildungsplan Schreiner/in EFZ, VSSM/SBFI; Schullehrplan Schreiner/in EFZ, BWZ Lyss",https://www.vssm.ch/sites/default/files/vssm/berufsbildung/schreiner_efz/bildungsplan_efz.pdf
schreiner,Schreiner/in EFZ,sch_l01,HKB1,L01,"1. Semester VP: Arbeitswelt, Sicherheit, Dokumentation und Projektion",medium,single_choice,Worauf muss man beim Thema IPERKA in der Praxis besonders achten?,"informieren, planen, entscheiden, realisieren, kontrollieren und auswerten","improvisieren, pressen, ersetzen, reparieren im normalen Werkstattbetrieb","ignorieren, probieren, eilen, korrigieren bei sachgemässem Ablauf","inventarisieren, polieren, einräumen, kalkulieren bei sachgemässer Ausführung",A,IPERKA strukturiert berufliche Aufgaben vom Auftrag bis zur Auswertung.,"Bildungsplan Schreiner/in EFZ, VSSM/SBFI; Schullehrplan Schreiner/in EFZ, BWZ Lyss",https://www.vssm.ch/sites/default/files/vssm/berufsbildung/schreiner_efz/bildungsplan_efz.pdf
schreiner,Schreiner/in EFZ,sch_l01,HKB1,L01,"1. Semester VP: Arbeitswelt, Sicherheit, Dokumentation und Projektion",hard,single_choice,Welche Aussage zum Thema IPERKA passt fachlich am besten?,"improvisieren, pressen, ersetzen, reparieren im konkreten Auftrag","informieren, planen, entscheiden, realisieren, kontrollieren und auswerten","ignorieren, probieren, eilen, korrigieren bei vergleichbaren Aufgaben","inventarisieren, polieren, einräumen, kalkulieren im laufenden Tagesgeschäft",B,IPERKA strukturiert berufliche Aufgaben vom Auftrag bis zur Auswertung.,"Bildungsplan Schreiner/in EFZ, VSSM/SBFI; Schullehrplan Schreiner/in EFZ, BWZ Lyss",https://www.vssm.ch/sites/default/files/vssm/berufsbildung/schreiner_efz/bildungsplan_efz.pdf
schreiner,Schreiner/in EFZ,sch_l02,HKB2,L02,"1. Semester HM: Betrieb, Sicherheit und Massivholzgrundlagen",easy,single_choice,Welche Aussage beschreibt Druckluft im Schreinerberuf am besten?,sie darf zum Reinigen von Kleidung verwendet werden,sie ersetzt Absaugung und Staubschutz im üblichen Berufsalltag,"sie wird mit geeignetem Druck, Kupplungen und Schutzregeln eingesetzt",sie ist bei jedem Druck ungefährlich bei sachgemässer Ausführung,C,"Druckluft kann Augen, Gehör und Haut gefährden und muss kontrolliert verwendet werden.","Bildungsplan Schreiner/in EFZ, VSSM/SBFI; Schullehrplan Schreiner/in EFZ, BWZ Lyss",https://www.vssm.ch/sites/default/files/vssm/berufsbildung/schreiner_efz/bildungsplan_efz.pdf
schreiner,Schreiner/in EFZ,sch_l02,HKB2,L02,"1. Semester HM: Betrieb, Sicherheit und Massivholzgrundlagen",medium,single_choice,Worauf muss man beim Thema Druckluft in der Praxis besonders achten?,sie darf zum Reinigen von Kleidung verwendet werden,sie ersetzt Absaugung und Staubschutz im Werkstattumfeld,sie ist bei jedem Druck ungefährlich im laufenden Tagesgeschäft,"sie wird mit geeignetem Druck, Kupplungen und Schutzregeln eingesetzt",D,"Druckluft kann Augen, Gehör und Haut gefährden und muss kontrolliert verwendet werden.","Bildungsplan Schreiner/in EFZ, VSSM/SBFI; Schullehrplan Schreiner/in EFZ, BWZ Lyss",https://www.vssm.ch/sites/default/files/vssm/berufsbildung/schreiner_efz/bildungsplan_efz.pdf
schreiner,Schreiner/in EFZ,sch_l02,HKB2,L02,"1. Semester HM: Betrieb, Sicherheit und Massivholzgrundlagen",hard,single_choice,Welche Aussage zum Thema Druckluft passt fachlich am besten?,"sie wird mit geeignetem Druck, Kupplungen und Schutzregeln eingesetzt",sie darf zum Reinigen von Kleidung verwendet werden,sie ersetzt Absaugung und Staubschutz unter typischen Arbeitsbedingungen,sie ist bei jedem Druck ungefährlich nach gängiger Praxis,A,"Druckluft kann Augen, Gehör und Haut gefährden und muss kontrolliert verwendet werden.","Bildungsplan Schreiner/in EFZ, VSSM/SBFI; Schullehrplan Schreiner/in EFZ, BWZ Lyss",https://www.vssm.ch/sites/default/files/vssm/berufsbildung/schreiner_efz/bildungsplan_efz.pdf
schreiner,Schreiner/in EFZ,sch_l02,HKB2,L02,"1. Semester HM: Betrieb, Sicherheit und Massivholzgrundlagen",easy,single_choice,Welche Aussage beschreibt FI-Schutzschalter im Schreinerberuf am besten?,er erhöht die Drehzahl der Maschine bei sachgemässem Ablauf,er unterbricht bei Fehlerstrom schnell den Stromkreis,er ersetzt die Erdung jedes Geräts im Produktionsalltag,er verhindert jeden Kurzschluss mechanisch,B,FI-Schalter schützen Personen bei gefährlichen Fehlerströmen.,"Bildungsplan Schreiner/in EFZ, VSSM/SBFI; Schullehrplan Schreiner/in EFZ, BWZ Lyss",https://www.vssm.ch/sites/default/files/vssm/berufsbildung/schreiner_efz/bildungsplan_efz.pdf
schreiner,Schreiner/in EFZ,sch_l02,HKB2,L02,"1. Semester HM: Betrieb, Sicherheit und Massivholzgrundlagen",medium,single_choice,Worauf muss man beim Thema FI-Schutzschalter in der Praxis besonders achten?,er erhöht die Drehzahl der Maschine bei vergleichbaren Aufgaben,er ersetzt die Erdung jedes Geräts im Rahmen der Routine,er unterbricht bei Fehlerstrom schnell den Stromkreis,er verhindert jeden Kurzschluss mechanisch,C,FI-Schalter schützen Personen bei gefährlichen Fehlerströmen.,"Bildungsplan Schreiner/in EFZ, VSSM/SBFI; Schullehrplan Schreiner/in EFZ, BWZ Lyss",https://www.vssm.ch/sites/default/files/vssm/berufsbildung/schreiner_efz/bildungsplan_efz.pdf
schreiner,Schreiner/in EFZ,sch_l02,HKB2,L02,"1. Semester HM: Betrieb, Sicherheit und Massivholzgrundlagen",hard,single_choice,Welche Aussage zum Thema FI-Schutzschalter passt fachlich am besten?,er erhöht die Drehzahl der Maschine bei sachgemässer Ausführung,er ersetzt die Erdung jedes Geräts im normalen Werkstattbetrieb,er verhindert jeden Kurzschluss mechanisch,er unterbricht bei Fehlerstrom schnell den Stromkreis,D,FI-Schalter schützen Personen bei gefährlichen Fehlerströmen.,"Bildungsplan Schreiner/in EFZ, VSSM/SBFI; Schullehrplan Schreiner/in EFZ, BWZ Lyss",https://www.vssm.ch/sites/default/files/vssm/berufsbildung/schreiner_efz/bildungsplan_efz.pdf
schreiner,Schreiner/in EFZ,sch_l02,HKB2,L02,"1. Semester HM: Betrieb, Sicherheit und Massivholzgrundlagen",easy,single_choice,Welche Aussage beschreibt Gefahrensymbole im Schreinerberuf am besten?,sie weisen auf chemische und physikalische Risiken hin,sie zeigen nur den Verkaufspreis im konkreten Auftrag,sie ersetzen das Sicherheitsdatenblatt,sie gelten nur für Lacke im Freien im laufenden Tagesgeschäft,A,Piktogramme helfen beim sicheren Umgang mit gefährlichen Stoffen.,"Bildungsplan Schreiner/in EFZ, VSSM/SBFI; Schullehrplan Schreiner/in EFZ, BWZ Lyss",https://www.vssm.ch/sites/default/files/vssm/berufsbildung/schreiner_efz/bildungsplan_efz.pdf
