course_key,course_name,module_key,hk,sub_hk,topic,difficulty,question_type,question,option_a,option_b,option_c,option_d,correct_option,explanation,source,source_url
fage,Fachfrau/Fachmann Gesundheit EFZ,fage_l01,HKB A/H,L01,"Berufsidentität, Teamarbeit und Qualität",medium,single_choice,Worauf muss man beim Thema Qualitätssicherung in der Praxis besonders achten?,Fehler vertuschen im Rahmen der Routine im laufenden Tagesgeschäft,Richtlinien ignorieren bei vergleichbaren Aufgaben,"Standards einhalten, Abweichungen melden und Verbesserungen mittragen",Dokumentation nach Belieben kürzen im konkreten Auftrag,C,"Qualitätssicherung schützt Klientinnen, Team und Institution.","Bildungsplan Fachfrau/Fachmann Gesundheit EFZ, OdASanté/SBFI",https://www.odasante.ch/fileadmin/odasante.ch/docs/Grundbildung/FaGe/FaGe_BiPla.pdf
fage,Fachfrau/Fachmann Gesundheit EFZ,fage_l01,HKB A/H,L01,"Berufsidentität, Teamarbeit und Qualität",hard,single_choice,Welche Aussage zum Thema Qualitätssicherung ist fachlich korrekt?,Fehler vertuschen im normalen Werkstattbetrieb nach gängiger Praxis,Richtlinien ignorieren bei sachgemässer Ausführung,Dokumentation nach Belieben kürzen im üblichen Berufsalltag,"Standards einhalten, Abweichungen melden und Verbesserungen mittragen",D,"Qualitätssicherung schützt Klientinnen, Team und Institution.","Bildungsplan Fachfrau/Fachmann Gesundheit EFZ, OdASanté/SBFI",https://www.odasante.ch/fileadmin/odasante.ch/docs/Grundbildung/FaGe/FaGe_BiPla.pdf
fage,Fachfrau/Fachmann Gesundheit EFZ,fage_l01,HKB A/H,L01,"Berufsidentität, Teamarbeit und Qualität",easy,single_choice,Welche Aussage beschreibt das Thema Fehlermanagement im Beruf Fachfrau/Fachmann Gesundheit EFZ am besten?,"Fehler offen melden, analysieren und daraus lernen",Schuldige suchen im konkreten Auftrag,Fehler nicht dokumentieren im Werkstattumfeld,Massnahmen vermeiden im laufenden Tagesgeschäft,A,Eine offene Fehlerkultur erhöht Patientensicherheit.,"Bildungsplan Fachfrau/Fachmann Gesundheit EFZ, OdASanté/SBFI",https://www.odasante.ch/fileadmin/odasante.ch/docs/Grundbildung/FaGe/FaGe_BiPla.pdf
fage,Fachfrau/Fachmann Gesundheit EFZ,fage_l01,HKB A/H,L01,"Berufsidentität, Teamarbeit und Qualität",medium,single_choice,Worauf muss man beim Thema Fehlermanagement in der Praxis besonders achten?,Schuldige suchen im üblichen Berufsalltag,"Fehler offen melden, analysieren und daraus lernen",Fehler nicht dokumentieren unter typischen Arbeitsbedingungen,Massnahmen vermeiden nach gängiger Praxis,B,Eine offene Fehlerkultur erhöht Patientensicherheit.,"Bildungsplan Fachfrau/Fachmann Gesundheit EFZ, OdASanté/SBFI",https://www.odasante.ch/fileadmin/odasante.ch/docs/Grundbildung/FaGe/FaGe_BiPla.pdf
fage,Fachfrau/Fachmann Gesundheit EFZ,fage_l01,HKB A/H,L01,"Berufsidentität, Teamarbeit und Qualität",hard,single_choice,Welche Aussage zum Thema Fehlermanagement ist fachlich korrekt?,Schuldige suchen im Werkstattumfeld,Fehler nicht dokumentieren bei sachgemässem Ablauf,"Fehler offen melden, analysieren und daraus lernen",Massnahmen vermeiden im Produktionsalltag,C,Eine offene Fehlerkultur erhöht Patientensicherheit.,"Bildungsplan Fachfrau/Fachmann Gesundheit EFZ, OdASanté/SBFI",https://www.odasante.ch/fileadmin/odasante.ch/docs/Grundbildung/FaGe/FaGe_BiPla.pdf
fage,Fachfrau/Fachmann Gesundheit EFZ,fage_l01,HKB A/H,L01,"Berufsidentität, Teamarbeit und Qualität",easy,single_choice,Welche Aussage beschreibt das Thema Kompetenzgrenzen im Beruf Fachfrau/Fachmann Gesundheit EFZ am besten?,alles selbst ausprobieren bei vergleichbaren Aufgaben im laufenden Tagesgeschäft,Anordnungen verändern im Rahmen der Routine im konkreten Auftrag,Rückfragen vermeiden unter typischen Arbeitsbedingungen im Werkstattumfeld,bei Unsicherheit Fachpersonen beiziehen und keine unzulässigen Handlungen ausführen,D,Kompetenzgrenzen sind für Sicherheit und Recht zentral.,"Bildungsplan Fachfrau/Fachmann Gesundheit EFZ, OdASanté/SBFI",https://www.odasante.ch/fileadmin/odasante.ch/docs/Grundbildung/FaGe/FaGe_BiPla.pdf
fage,Fachfrau/Fachmann Gesundheit EFZ,fage_l01,HKB A/H,L01,"Berufsidentität, Teamarbeit und Qualität",medium,single_choice,Worauf muss man beim Thema Kompetenzgrenzen in der Praxis besonders achten?,bei Unsicherheit Fachpersonen beiziehen und keine unzulässigen Handlungen ausführen,alles selbst ausprobieren bei sachgemässer Ausführung unter typischen Arbeitsbedingungen,Anordnungen verändern im normalen Werkstattbetrieb nach gängiger Praxis,Rückfragen vermeiden bei sachgemässem Ablauf im üblichen Berufsalltag,A,Kompetenzgrenzen sind für Sicherheit und Recht zentral.,"Bildungsplan Fachfrau/Fachmann Gesundheit EFZ, OdASanté/SBFI",https://www.odasante.ch/fileadmin/odasante.ch/docs/Grundbildung/FaGe/FaGe_BiPla.pdf
fage,Fachfrau/Fachmann Gesundheit EFZ,fage_l01,HKB A/H,L01,"Berufsidentität, Teamarbeit und Qualität",hard,single_choice,Welche Aussage zum Thema Kompetenzgrenzen ist fachlich korrekt?,alles selbst ausprobieren im laufenden Tagesgeschäft bei sachgemässem Ablauf,bei Unsicherheit Fachpersonen beiziehen und keine unzulässigen Handlungen ausführen,Anordnungen verändern im konkreten Auftrag im Werkstattumfeld,Rückfragen vermeiden bei vergleichbaren Aufgaben im Produktionsalltag,B,Kompetenzgrenzen sind für Sicherheit und Recht zentral.,"Bildungsplan Fachfrau/Fachmann Gesundheit EFZ, OdASanté/SBFI",https://www.odasante.ch/fileadmin/odasante.ch/docs/Grundbildung/FaGe/FaGe_BiPla.pdf
fage,Fachfrau/Fachmann Gesundheit EFZ,fage_l01,HKB A/H,L01,"Berufsidentität, Teamarbeit und Qualität",easy,single_choice,Welche Aussage beschreibt das Thema Berufsgeheimnis im Beruf Fachfrau/Fachmann Gesundheit EFZ am besten?,Diagnosen im Lift besprechen im üblichen Berufsalltag,Daten privat weitergeben bei sachgemässer Ausführung,personenbezogene Informationen vertraulich behandeln,Berichte offen liegen lassen nach gängiger Praxis,C,Gesundheitsdaten sind besonders schützenswert.,"Bildungsplan Fachfrau/Fachmann Gesundheit EFZ, OdASanté/SBFI",https://www.odasante.ch/fileadmin/odasante.ch/docs/Grundbildung/FaGe/FaGe_BiPla.pdf
fage,Fachfrau/Fachmann Gesundheit EFZ,fage_l01,HKB A/H,L01,"Berufsidentität, Teamarbeit und Qualität",medium,single_choice,Worauf muss man beim Thema Berufsgeheimnis in der Praxis besonders achten?,Diagnosen im Lift besprechen im Werkstattumfeld,Daten privat weitergeben im laufenden Tagesgeschäft,Berichte offen liegen lassen im Produktionsalltag,personenbezogene Informationen vertraulich behandeln,D,Gesundheitsdaten sind besonders schützenswert.,"Bildungsplan Fachfrau/Fachmann Gesundheit EFZ, OdASanté/SBFI",https://www.odasante.ch/fileadmin/odasante.ch/docs/Grundbildung/FaGe/FaGe_BiPla.pdf
fage,Fachfrau/Fachmann Gesundheit EFZ,fage_l01,HKB A/H,L01,"Berufsidentität, Teamarbeit und Qualität",hard,single_choice,Welche Aussage zum Thema Berufsgeheimnis ist fachlich korrekt?,personenbezogene Informationen vertraulich behandeln,Diagnosen im Lift besprechen unter typischen Arbeitsbedingungen,Daten privat weitergeben nach gängiger Praxis,Berichte offen liegen lassen im Rahmen der Routine,A,Gesundheitsdaten sind besonders schützenswert.,"Bildungsplan Fachfrau/Fachmann Gesundheit EFZ, OdASanté/SBFI",https://www.odasante.ch/fileadmin/odasante.ch/docs/Grundbildung/FaGe/FaGe_BiPla.pdf
fage,Fachfrau/Fachmann Gesundheit EFZ,fage_l01,HKB A/H,L01,"Berufsidentität, Teamarbeit und Qualität",easy,single_choice,Welche Aussage beschreibt das Thema professionelle Nähe und Distanz im Beruf Fachfrau/Fachmann Gesundheit EFZ am besten?,private Abhängigkeiten fördern bei sachgemässem Ablauf,empathisch sein und gleichzeitig klare berufliche Grenzen wahren,Klienten bevorzugen im Produktionsalltag bei sachgemässer Ausführung,persönliche Konflikte einbringen im normalen Werkstattbetrieb,B,Professionelle Beziehungsgestaltung schützt beide Seiten.,"Bildungsplan Fachfrau/Fachmann Gesundheit EFZ, OdASanté/SBFI",https://www.odasante.ch/fileadmin/odasante.ch/docs/Grundbildung/FaGe/FaGe_BiPla.pdf
fage,Fachfrau/Fachmann Gesundheit EFZ,fage_l01,HKB A/H,L01,"Berufsidentität, Teamarbeit und Qualität",medium,single_choice,Worauf muss man beim Thema professionelle Nähe und Distanz in der Praxis besonders achten?,private Abhängigkeiten fördern bei vergleichbaren Aufgaben,Klienten bevorzugen im Rahmen der Routine im laufenden Tagesgeschäft,empathisch sein und gleichzeitig klare berufliche Grenzen wahren,persönliche Konflikte einbringen im konkreten Auftrag,C,Professionelle Beziehungsgestaltung schützt beide Seiten.,"Bildungsplan Fachfrau/Fachmann Gesundheit EFZ, OdASanté/SBFI",https://www.odasante.ch/fileadmin/odasante.ch/docs/Grundbildung/FaGe/FaGe_BiPla.pdf
fage,Fachfrau/Fachmann Gesundheit EFZ,fage_l01,HKB A/H,L01,"Berufsidentität, Teamarbeit und Qualität",hard,single_choice,Welche Aussage zum Thema professionelle Nähe und Distanz ist fachlich korrekt?,private Abhängigkeiten fördern bei sachgemässer Ausführung,Klienten bevorzugen im normalen Werkstattbetrieb,persönliche Konflikte einbringen im üblichen Berufsalltag,empathisch sein und gleichzeitig klare berufliche Grenzen wahren,D,Professionelle Beziehungsgestaltung schützt beide Seiten.,"Bildungsplan Fachfrau/Fachmann Gesundheit EFZ, OdASanté/SBFI",https://www.odasante.ch/fileadmin/odasante.ch/docs/Grundbildung/FaGe/FaGe_BiPla.pdf
fage,Fachfrau/Fachmann Gesundheit EFZ,fage_l01,HKB A/H,L01,"Berufsidentität, Teamarbeit und Qualität",easy,single_choice,Welche Aussage beschreibt das Thema Dokumentationsverantwortung im Beruf Fachfrau/Fachmann Gesundheit EFZ am besten?,"relevante Beobachtungen zeitnah, korrekt und nachvollziehbar festhalten",nur aus Erinnerung dokumentieren im laufenden Tagesgeschäft,wertende Kommentare schreiben im konkreten Auftrag im Produktionsalltag,wichtige Veränderungen weglassen im Werkstattumfeld,A,Dokumentation ist Grundlage für Pflegekontinuität.,"Bildungsplan Fachfrau/Fachmann Gesundheit EFZ, OdASanté/SBFI",https://www.odasante.ch/fileadmin/odasante.ch/docs/Grundbildung/FaGe/FaGe_BiPla.pdf
fage,Fachfrau/Fachmann Gesundheit EFZ,fage_l01,HKB A/H,L01,"Berufsidentität, Teamarbeit und Qualität",medium,single_choice,Worauf muss man beim Thema Dokumentationsverantwortung in der Praxis besonders achten?,nur aus Erinnerung dokumentieren nach gängiger Praxis,"relevante Beobachtungen zeitnah, korrekt und nachvollziehbar festhalten",wertende Kommentare schreiben im üblichen Berufsalltag,wichtige Veränderungen weglassen unter typischen Arbeitsbedingungen,B,Dokumentation ist Grundlage für Pflegekontinuität.,"Bildungsplan Fachfrau/Fachmann Gesundheit EFZ, OdASanté/SBFI",https://www.odasante.ch/fileadmin/odasante.ch/docs/Grundbildung/FaGe/FaGe_BiPla.pdf
fage,Fachfrau/Fachmann Gesundheit EFZ,fage_l01,HKB A/H,L01,"Berufsidentität, Teamarbeit und Qualität",hard,single_choice,Welche Aussage zum Thema Dokumentationsverantwortung ist fachlich korrekt?,nur aus Erinnerung dokumentieren im Produktionsalltag,wertende Kommentare schreiben im Werkstattumfeld im normalen Werkstattbetrieb,"relevante Beobachtungen zeitnah, korrekt und nachvollziehbar festhalten",wichtige Veränderungen weglassen bei sachgemässem Ablauf,C,Dokumentation ist Grundlage für Pflegekontinuität.,"Bildungsplan Fachfrau/Fachmann Gesundheit EFZ, OdASanté/SBFI",https://www.odasante.ch/fileadmin/odasante.ch/docs/Grundbildung/FaGe/FaGe_BiPla.pdf
fage,Fachfrau/Fachmann Gesundheit EFZ,fage_l01,HKB A/H,L01,"Berufsidentität, Teamarbeit und Qualität",easy,single_choice,Welche Aussage beschreibt das Thema betriebliche ICT im Beruf Fachfrau/Fachmann Gesundheit EFZ am besten?,Passwörter teilen unter typischen Arbeitsbedingungen,falsche Patientendossiers öffnen bei vergleichbaren Aufgaben,Daten ungeprüft kopieren im Rahmen der Routine,"Informationssysteme sorgfältig, sicher und zweckbezogen nutzen",D,Digitale Systeme erfordern Sorgfalt und Datenschutz.,"Bildungsplan Fachfrau/Fachmann Gesundheit EFZ, OdASanté/SBFI",https://www.odasante.ch/fileadmin/odasante.ch/docs/Grundbildung/FaGe/FaGe_BiPla.pdf
fage,Fachfrau/Fachmann Gesundheit EFZ,fage_l01,HKB A/H,L01,"Berufsidentität, Teamarbeit und Qualität",medium,single_choice,Worauf muss man beim Thema betriebliche ICT in der Praxis besonders achten?,"Informationssysteme sorgfältig, sicher und zweckbezogen nutzen",Passwörter teilen bei sachgemässem Ablauf im üblichen Berufsalltag,falsche Patientendossiers öffnen bei sachgemässer Ausführung,Daten ungeprüft kopieren im normalen Werkstattbetrieb,A,Digitale Systeme erfordern Sorgfalt und Datenschutz.,"Bildungsplan Fachfrau/Fachmann Gesundheit EFZ, OdASanté/SBFI",https://www.odasante.ch/fileadmin/odasante.ch/docs/Grundbildung/FaGe/FaGe_BiPla.pdf
fage,Fachfrau/Fachmann Gesundheit EFZ,fage_l01,HKB A/H,L01,"Berufsidentität, Teamarbeit und Qualität",hard,single_choice,Welche Aussage zum Thema betriebliche ICT ist fachlich korrekt?,Passwörter teilen bei vergleichbaren Aufgaben,"Informationssysteme sorgfältig, sicher und zweckbezogen nutzen",falsche Patientendossiers öffnen im laufenden Tagesgeschäft,Daten ungeprüft kopieren im konkreten Auftrag,B,Digitale Systeme erfordern Sorgfalt und Datenschutz.,"Bildungsplan Fachfrau/Fachmann Gesundheit EFZ, OdASanté/SBFI",https://www.odasante.ch/fileadmin/odasante.ch/docs/Grundbildung/FaGe/FaGe_BiPla.pdf
fage,Fachfrau/Fachmann Gesundheit EFZ,fage_l02,HKB A,L02,"Klientenbeziehung, Kommunikation, Kultur und Religion",easy,single_choice,Welche Aussage beschreibt das Thema professionelle Beziehung im Beruf Fachfrau/Fachmann Gesundheit EFZ am besten?,über Klientinnen hinweg entscheiden nach gängiger Praxis,Bedürfnisse ignorieren bei sachgemässer Ausführung,"wertschätzend, respektvoll und klientenzentriert kommunizieren",abwertende Sprache nutzen im üblichen Berufsalltag,C,Klientenzentrierung ist Kern des Berufsbildes.,"Bildungsplan Fachfrau/Fachmann Gesundheit EFZ, OdASanté/SBFI",https://www.odasante.ch/fileadmin/odasante.ch/docs/Grundbildung/FaGe/FaGe_BiPla.pdf
fage,Fachfrau/Fachmann Gesundheit EFZ,fage_l02,HKB A,L02,"Klientenbeziehung, Kommunikation, Kultur und Religion",medium,single_choice,Worauf muss man beim Thema professionelle Beziehung in der Praxis besonders achten?,über Klientinnen hinweg entscheiden im Produktionsalltag,Bedürfnisse ignorieren im laufenden Tagesgeschäft,abwertende Sprache nutzen im Werkstattumfeld,"wertschätzend, respektvoll und klientenzentriert kommunizieren",D,Klientenzentrierung ist Kern des Berufsbildes.,"Bildungsplan Fachfrau/Fachmann Gesundheit EFZ, OdASanté/SBFI",https://www.odasante.ch/fileadmin/odasante.ch/docs/Grundbildung/FaGe/FaGe_BiPla.pdf
fage,Fachfrau/Fachmann Gesundheit EFZ,fage_l02,HKB A,L02,"Klientenbeziehung, Kommunikation, Kultur und Religion",hard,single_choice,Welche Aussage zum Thema professionelle Beziehung ist fachlich korrekt?,"wertschätzend, respektvoll und klientenzentriert kommunizieren",über Klientinnen hinweg entscheiden im Rahmen der Routine,Bedürfnisse ignorieren nach gängiger Praxis bei vergleichbaren Aufgaben,abwertende Sprache nutzen unter typischen Arbeitsbedingungen,A,Klientenzentrierung ist Kern des Berufsbildes.,"Bildungsplan Fachfrau/Fachmann Gesundheit EFZ, OdASanté/SBFI",https://www.odasante.ch/fileadmin/odasante.ch/docs/Grundbildung/FaGe/FaGe_BiPla.pdf
fage,Fachfrau/Fachmann Gesundheit EFZ,fage_l02,HKB A,L02,"Klientenbeziehung, Kommunikation, Kultur und Religion",easy,single_choice,Welche Aussage beschreibt das Thema aktive Zuhören im Beruf Fachfrau/Fachmann Gesundheit EFZ am besten?,unterbrechen im Produktionsalltag bei sachgemässer Ausführung,"Anliegen aufnehmen, nachfragen und Verständnis zeigen",Antworten vorwegnehmen bei sachgemässem Ablauf,nonverbale Signale ignorieren im normalen Werkstattbetrieb,B,Aktives Zuhören unterstützt Vertrauen und Bedürfnisabklärung.,"Bildungsplan Fachfrau/Fachmann Gesundheit EFZ, OdASanté/SBFI",https://www.odasante.ch/fileadmin/odasante.ch/docs/Grundbildung/FaGe/FaGe_BiPla.pdf
fage,Fachfrau/Fachmann Gesundheit EFZ,fage_l02,HKB A,L02,"Klientenbeziehung, Kommunikation, Kultur und Religion",medium,single_choice,Worauf muss man beim Thema aktive Zuhören in der Praxis besonders achten?,unterbrechen im Rahmen der Routine im laufenden Tagesgeschäft,Antworten vorwegnehmen bei vergleichbaren Aufgaben,"Anliegen aufnehmen, nachfragen und Verständnis zeigen",nonverbale Signale ignorieren im konkreten Auftrag,C,Aktives Zuhören unterstützt Vertrauen und Bedürfnisabklärung.,"Bildungsplan Fachfrau/Fachmann Gesundheit EFZ, OdASanté/SBFI",https://www.odasante.ch/fileadmin/odasante.ch/docs/Grundbildung/FaGe/FaGe_BiPla.pdf
fage,Fachfrau/Fachmann Gesundheit EFZ,fage_l02,HKB A,L02,"Klientenbeziehung, Kommunikation, Kultur und Religion",hard,single_choice,Welche Aussage zum Thema aktive Zuhören ist fachlich korrekt?,unterbrechen im normalen Werkstattbetrieb,Antworten vorwegnehmen bei sachgemässer Ausführung,nonverbale Signale ignorieren im üblichen Berufsalltag,"Anliegen aufnehmen, nachfragen und Verständnis zeigen",D,Aktives Zuhören unterstützt Vertrauen und Bedürfnisabklärung.,"Bildungsplan Fachfrau/Fachmann Gesundheit EFZ, OdASanté/SBFI",https://www.odasante.ch/fileadmin/odasante.ch/docs/Grundbildung/FaGe/FaGe_BiPla.pdf
fage,Fachfrau/Fachmann Gesundheit EFZ,fage_l02,HKB A,L02,"Klientenbeziehung, Kommunikation, Kultur und Religion",easy,single_choice,Welche Aussage beschreibt das Thema Umfeld einbeziehen im Beruf Fachfrau/Fachmann Gesundheit EFZ am besten?,Angehörige im Rahmen der Vorgaben und Wünsche der Klientin angemessen einbeziehen,Informationen ohne Einwilligung weitergeben im Werkstattumfeld bei sachgemässem Ablauf,Angehörige grundsätzlich ausschliessen im laufenden Tagesgeschäft,Konflikte verschweigen im konkreten Auftrag im Produktionsalltag,A,"Das Umfeld kann Ressource sein, Datenschutz bleibt wichtig.","Bildungsplan Fachfrau/Fachmann Gesundheit EFZ, OdASanté/SBFI",https://www.odasante.ch/fileadmin/odasante.ch/docs/Grundbildung/FaGe/FaGe_BiPla.pdf
fage,Fachfrau/Fachmann Gesundheit EFZ,fage_l02,HKB A,L02,"Klientenbeziehung, Kommunikation, Kultur und Religion",medium,single_choice,Worauf muss man beim Thema Umfeld einbeziehen in der Praxis besonders achten?,Informationen ohne Einwilligung weitergeben unter typischen Arbeitsbedingungen,Angehörige im Rahmen der Vorgaben und Wünsche der Klientin angemessen einbeziehen,Angehörige grundsätzlich ausschliessen nach gängiger Praxis,Konflikte verschweigen im üblichen Berufsalltag im Rahmen der Routine,B,"Das Umfeld kann Ressource sein, Datenschutz bleibt wichtig.","Bildungsplan Fachfrau/Fachmann Gesundheit EFZ, OdASanté/SBFI",https://www.odasante.ch/fileadmin/odasante.ch/docs/Grundbildung/FaGe/FaGe_BiPla.pdf
