course_key,course_name,module_key,hk,sub_hk,topic,difficulty,question_type,question,option_a,option_b,option_c,option_d,correct_option,explanation,source,source_url
detailhandel,Detailhandelsfachfrau/Detailhandelsfachmann EFZ,dh_l01,HKB a,L01,Erster Kundenkontakt und Kommunikation,medium,single_choice,Worauf muss man beim Thema nonverbale Kommunikation in der Praxis besonders achten?,verschlossene Haltung zeigen bei vergleichbaren Aufgaben,Signale des Kunden ignorieren im konkreten Auftrag,"Mimik, Gestik und Körperhaltung bewusst einsetzen",wegschauen im Rahmen der Routine im laufenden Tagesgeschäft,C,Nonverbales beeinflusst Vertrauen und Gesprächsverlauf.,"Bildungsplan Detailhandelsfachfrau/Detailhandelsfachmann EFZ, BDS/SBFI",https://www.bds-fcs.ch/de/Digitale-Medien/Download-Center?download=17
detailhandel,Detailhandelsfachfrau/Detailhandelsfachmann EFZ,dh_l01,HKB a,L01,Erster Kundenkontakt und Kommunikation,hard,single_choice,Welche Aussage zum Thema nonverbale Kommunikation ist fachlich korrekt?,verschlossene Haltung zeigen bei sachgemässer Ausführung,Signale des Kunden ignorieren im üblichen Berufsalltag,wegschauen im normalen Betriebsablauf,"Mimik, Gestik und Körperhaltung bewusst einsetzen",D,Nonverbales beeinflusst Vertrauen und Gesprächsverlauf.,"Bildungsplan Detailhandelsfachfrau/Detailhandelsfachmann EFZ, BDS/SBFI",https://www.bds-fcs.ch/de/Digitale-Medien/Download-Center?download=17
detailhandel,Detailhandelsfachfrau/Detailhandelsfachmann EFZ,dh_l01,HKB a,L01,Erster Kundenkontakt und Kommunikation,easy,single_choice,Welche Aussage beschreibt das Thema Wartezeit im Beruf Detailhandelsfachfrau/Detailhandelsfachmann EFZ am besten?,Kundschaft informieren und wertschätzend betreuen,Kunden stehen lassen im laufenden Tagesgeschäft,keine Information geben im üblichen Arbeitsumfeld,genervt reagieren im konkreten Auftrag,A,Transparenz reduziert Unzufriedenheit.,"Bildungsplan Detailhandelsfachfrau/Detailhandelsfachmann EFZ, BDS/SBFI",https://www.bds-fcs.ch/de/Digitale-Medien/Download-Center?download=17
detailhandel,Detailhandelsfachfrau/Detailhandelsfachmann EFZ,dh_l01,HKB a,L01,Erster Kundenkontakt und Kommunikation,medium,single_choice,Worauf muss man beim Thema Wartezeit in der Praxis besonders achten?,Kunden stehen lassen nach gängiger Praxis,Kundschaft informieren und wertschätzend betreuen,keine Information geben unter typischen Arbeitsbedingungen,genervt reagieren im üblichen Berufsalltag,B,Transparenz reduziert Unzufriedenheit.,"Bildungsplan Detailhandelsfachfrau/Detailhandelsfachmann EFZ, BDS/SBFI",https://www.bds-fcs.ch/de/Digitale-Medien/Download-Center?download=17
detailhandel,Detailhandelsfachfrau/Detailhandelsfachmann EFZ,dh_l01,HKB a,L01,Erster Kundenkontakt und Kommunikation,hard,single_choice,Welche Aussage zum Thema Wartezeit ist fachlich korrekt?,Kunden stehen lassen im normalen Praxisalltag,keine Information geben bei sachgemässem Ablauf,Kundschaft informieren und wertschätzend betreuen,genervt reagieren im üblichen Arbeitsumfeld,C,Transparenz reduziert Unzufriedenheit.,"Bildungsplan Detailhandelsfachfrau/Detailhandelsfachmann EFZ, BDS/SBFI",https://www.bds-fcs.ch/de/Digitale-Medien/Download-Center?download=17
detailhandel,Detailhandelsfachfrau/Detailhandelsfachmann EFZ,dh_l01,HKB a,L01,Erster Kundenkontakt und Kommunikation,easy,single_choice,Welche Aussage beschreibt das Thema Fremdsprache B1 im Beruf Detailhandelsfachfrau/Detailhandelsfachmann EFZ am besten?,bei Fremdsprache abbrechen bei vergleichbaren Aufgaben,falsche Zusagen machen im Rahmen der Routine,nicht nachfragen unter typischen Arbeitsbedingungen,einfache Verkaufssituationen in einer Fremdsprache bewältigen,D,Der Bildungsplan verlangt Kommunikation auch in einer Fremdsprache.,"Bildungsplan Detailhandelsfachfrau/Detailhandelsfachmann EFZ, BDS/SBFI",https://www.bds-fcs.ch/de/Digitale-Medien/Download-Center?download=17
detailhandel,Detailhandelsfachfrau/Detailhandelsfachmann EFZ,dh_l01,HKB a,L01,Erster Kundenkontakt und Kommunikation,medium,single_choice,Worauf muss man beim Thema Fremdsprache B1 in der Praxis besonders achten?,einfache Verkaufssituationen in einer Fremdsprache bewältigen,bei Fremdsprache abbrechen bei sachgemässer Ausführung,falsche Zusagen machen im normalen Betriebsablauf,nicht nachfragen bei sachgemässem Ablauf im üblichen Berufsalltag,A,Der Bildungsplan verlangt Kommunikation auch in einer Fremdsprache.,"Bildungsplan Detailhandelsfachfrau/Detailhandelsfachmann EFZ, BDS/SBFI",https://www.bds-fcs.ch/de/Digitale-Medien/Download-Center?download=17
detailhandel,Detailhandelsfachfrau/Detailhandelsfachmann EFZ,dh_l01,HKB a,L01,Erster Kundenkontakt und Kommunikation,hard,single_choice,Welche Aussage zum Thema Fremdsprache B1 ist fachlich korrekt?,bei Fremdsprache abbrechen im laufenden Tagesgeschäft,einfache Verkaufssituationen in einer Fremdsprache bewältigen,falsche Zusagen machen im konkreten Auftrag im üblichen Arbeitsumfeld,nicht nachfragen bei vergleichbaren Aufgaben,B,Der Bildungsplan verlangt Kommunikation auch in einer Fremdsprache.,"Bildungsplan Detailhandelsfachfrau/Detailhandelsfachmann EFZ, BDS/SBFI",https://www.bds-fcs.ch/de/Digitale-Medien/Download-Center?download=17
detailhandel,Detailhandelsfachfrau/Detailhandelsfachmann EFZ,dh_l01,HKB a,L01,Erster Kundenkontakt und Kommunikation,easy,single_choice,Welche Aussage beschreibt das Thema Anliegen aufnehmen im Beruf Detailhandelsfachfrau/Detailhandelsfachmann EFZ am besten?,Anliegen vorschnell interpretieren nach gängiger Praxis,Kunden unterbrechen im üblichen Berufsalltag,Kundenwunsch aktiv erfassen und bei Bedarf nachfragen,Details ignorieren bei sachgemässer Ausführung,C,Bedürfnisse müssen verstanden werden.,"Bildungsplan Detailhandelsfachfrau/Detailhandelsfachmann EFZ, BDS/SBFI",https://www.bds-fcs.ch/de/Digitale-Medien/Download-Center?download=17
detailhandel,Detailhandelsfachfrau/Detailhandelsfachmann EFZ,dh_l01,HKB a,L01,Erster Kundenkontakt und Kommunikation,medium,single_choice,Worauf muss man beim Thema Anliegen aufnehmen in der Praxis besonders achten?,Anliegen vorschnell interpretieren im normalen Praxisalltag,Kunden unterbrechen im üblichen Arbeitsumfeld,Details ignorieren im laufenden Tagesgeschäft,Kundenwunsch aktiv erfassen und bei Bedarf nachfragen,D,Bedürfnisse müssen verstanden werden.,"Bildungsplan Detailhandelsfachfrau/Detailhandelsfachmann EFZ, BDS/SBFI",https://www.bds-fcs.ch/de/Digitale-Medien/Download-Center?download=17
detailhandel,Detailhandelsfachfrau/Detailhandelsfachmann EFZ,dh_l01,HKB a,L01,Erster Kundenkontakt und Kommunikation,hard,single_choice,Welche Aussage zum Thema Anliegen aufnehmen ist fachlich korrekt?,Kundenwunsch aktiv erfassen und bei Bedarf nachfragen,Anliegen vorschnell interpretieren im Rahmen der Routine,Kunden unterbrechen unter typischen Arbeitsbedingungen,Details ignorieren nach gängiger Praxis,A,Bedürfnisse müssen verstanden werden.,"Bildungsplan Detailhandelsfachfrau/Detailhandelsfachmann EFZ, BDS/SBFI",https://www.bds-fcs.ch/de/Digitale-Medien/Download-Center?download=17
detailhandel,Detailhandelsfachfrau/Detailhandelsfachmann EFZ,dh_l01,HKB a,L01,Erster Kundenkontakt und Kommunikation,easy,single_choice,Welche Aussage beschreibt das Thema Gesprächseröffnung im Beruf Detailhandelsfachfrau/Detailhandelsfachmann EFZ am besten?,sofort Druck machen bei sachgemässem Ablauf,"offen, freundlich und bedarfsorientiert ins Gespräch starten",nur geschlossene Verkaufsfragen stellen im normalen Betriebsablauf,Kunden belehren im normalen Praxisalltag bei sachgemässer Ausführung,B,Eine gute Eröffnung schafft Gesprächsbereitschaft.,"Bildungsplan Detailhandelsfachfrau/Detailhandelsfachmann EFZ, BDS/SBFI",https://www.bds-fcs.ch/de/Digitale-Medien/Download-Center?download=17
detailhandel,Detailhandelsfachfrau/Detailhandelsfachmann EFZ,dh_l01,HKB a,L01,Erster Kundenkontakt und Kommunikation,medium,single_choice,Worauf muss man beim Thema Gesprächseröffnung in der Praxis besonders achten?,sofort Druck machen bei vergleichbaren Aufgaben,nur geschlossene Verkaufsfragen stellen im laufenden Tagesgeschäft,"offen, freundlich und bedarfsorientiert ins Gespräch starten",Kunden belehren im Rahmen der Routine im konkreten Auftrag,C,Eine gute Eröffnung schafft Gesprächsbereitschaft.,"Bildungsplan Detailhandelsfachfrau/Detailhandelsfachmann EFZ, BDS/SBFI",https://www.bds-fcs.ch/de/Digitale-Medien/Download-Center?download=17
detailhandel,Detailhandelsfachfrau/Detailhandelsfachmann EFZ,dh_l01,HKB a,L01,Erster Kundenkontakt und Kommunikation,hard,single_choice,Welche Aussage zum Thema Gesprächseröffnung ist fachlich korrekt?,sofort Druck machen bei sachgemässer Ausführung,nur geschlossene Verkaufsfragen stellen im üblichen Berufsalltag,Kunden belehren im normalen Betriebsablauf,"offen, freundlich und bedarfsorientiert ins Gespräch starten",D,Eine gute Eröffnung schafft Gesprächsbereitschaft.,"Bildungsplan Detailhandelsfachfrau/Detailhandelsfachmann EFZ, BDS/SBFI",https://www.bds-fcs.ch/de/Digitale-Medien/Download-Center?download=17
detailhandel,Detailhandelsfachfrau/Detailhandelsfachmann EFZ,dh_l01,HKB a,L01,Erster Kundenkontakt und Kommunikation,easy,single_choice,Welche Aussage beschreibt das Thema Kundensignal im Beruf Detailhandelsfachfrau/Detailhandelsfachmann EFZ am besten?,verbale und nonverbale Hinweise wahrnehmen,Unsicherheit übersehen im laufenden Tagesgeschäft,Fragen abwürgen im konkreten Auftrag,Kaufsignale ignorieren im üblichen Arbeitsumfeld,A,"Signale helfen, passend zu reagieren.","Bildungsplan Detailhandelsfachfrau/Detailhandelsfachmann EFZ, BDS/SBFI",https://www.bds-fcs.ch/de/Digitale-Medien/Download-Center?download=17
detailhandel,Detailhandelsfachfrau/Detailhandelsfachmann EFZ,dh_l01,HKB a,L01,Erster Kundenkontakt und Kommunikation,medium,single_choice,Worauf muss man beim Thema Kundensignal in der Praxis besonders achten?,Unsicherheit übersehen nach gängiger Praxis,verbale und nonverbale Hinweise wahrnehmen,Fragen abwürgen im üblichen Berufsalltag,Kaufsignale ignorieren unter typischen Arbeitsbedingungen,B,"Signale helfen, passend zu reagieren.","Bildungsplan Detailhandelsfachfrau/Detailhandelsfachmann EFZ, BDS/SBFI",https://www.bds-fcs.ch/de/Digitale-Medien/Download-Center?download=17
detailhandel,Detailhandelsfachfrau/Detailhandelsfachmann EFZ,dh_l01,HKB a,L01,Erster Kundenkontakt und Kommunikation,hard,single_choice,Welche Aussage zum Thema Kundensignal ist fachlich korrekt?,Unsicherheit übersehen im normalen Praxisalltag,Fragen abwürgen im üblichen Arbeitsumfeld,verbale und nonverbale Hinweise wahrnehmen,Kaufsignale ignorieren bei sachgemässem Ablauf,C,"Signale helfen, passend zu reagieren.","Bildungsplan Detailhandelsfachfrau/Detailhandelsfachmann EFZ, BDS/SBFI",https://www.bds-fcs.ch/de/Digitale-Medien/Download-Center?download=17
detailhandel,Detailhandelsfachfrau/Detailhandelsfachmann EFZ,dh_l01,HKB a,L01,Erster Kundenkontakt und Kommunikation,easy,single_choice,Welche Aussage beschreibt das Thema Rollenkonformität im Beruf Detailhandelsfachfrau/Detailhandelsfachmann EFZ am besten?,privat eskalieren unter typischen Arbeitsbedingungen,interne Konflikte zeigen im Rahmen der Routine,Regeln beliebig auslegen bei vergleichbaren Aufgaben,im Sinne des Betriebs professionell handeln,D,Professionelles Verhalten schützt Beziehung und Betrieb.,"Bildungsplan Detailhandelsfachfrau/Detailhandelsfachmann EFZ, BDS/SBFI",https://www.bds-fcs.ch/de/Digitale-Medien/Download-Center?download=17
detailhandel,Detailhandelsfachfrau/Detailhandelsfachmann EFZ,dh_l01,HKB a,L01,Erster Kundenkontakt und Kommunikation,medium,single_choice,Worauf muss man beim Thema Rollenkonformität in der Praxis besonders achten?,im Sinne des Betriebs professionell handeln,privat eskalieren bei sachgemässem Ablauf,interne Konflikte zeigen im normalen Betriebsablauf,Regeln beliebig auslegen bei sachgemässer Ausführung,A,Professionelles Verhalten schützt Beziehung und Betrieb.,"Bildungsplan Detailhandelsfachfrau/Detailhandelsfachmann EFZ, BDS/SBFI",https://www.bds-fcs.ch/de/Digitale-Medien/Download-Center?download=17
detailhandel,Detailhandelsfachfrau/Detailhandelsfachmann EFZ,dh_l01,HKB a,L01,Erster Kundenkontakt und Kommunikation,hard,single_choice,Welche Aussage zum Thema Rollenkonformität ist fachlich korrekt?,privat eskalieren bei vergleichbaren Aufgaben,im Sinne des Betriebs professionell handeln,interne Konflikte zeigen im konkreten Auftrag,Regeln beliebig auslegen im laufenden Tagesgeschäft,B,Professionelles Verhalten schützt Beziehung und Betrieb.,"Bildungsplan Detailhandelsfachfrau/Detailhandelsfachmann EFZ, BDS/SBFI",https://www.bds-fcs.ch/de/Digitale-Medien/Download-Center?download=17
detailhandel,Detailhandelsfachfrau/Detailhandelsfachmann EFZ,dh_l02,HKB a,L02,Kundenbedürfnisse und Nutzenargumentation,easy,single_choice,Welche Aussage beschreibt das Thema Bedürfnisanalyse im Beruf Detailhandelsfachfrau/Detailhandelsfachmann EFZ am besten?,Produkt sofort aufdrängen nach gängiger Praxis,Kundenwunsch übergehen bei sachgemässer Ausführung,"mit Fragen Bedarf, Motiv und Situation klären",keine Rückfragen stellen im üblichen Berufsalltag,C,Passende Lösungen entstehen aus klarer Bedürfnisanalyse.,"Bildungsplan Detailhandelsfachfrau/Detailhandelsfachmann EFZ, BDS/SBFI",https://www.bds-fcs.ch/de/Digitale-Medien/Download-Center?download=17
detailhandel,Detailhandelsfachfrau/Detailhandelsfachmann EFZ,dh_l02,HKB a,L02,Kundenbedürfnisse und Nutzenargumentation,medium,single_choice,Worauf muss man beim Thema Bedürfnisanalyse in der Praxis besonders achten?,Produkt sofort aufdrängen im normalen Praxisalltag,Kundenwunsch übergehen im laufenden Tagesgeschäft,keine Rückfragen stellen im üblichen Arbeitsumfeld,"mit Fragen Bedarf, Motiv und Situation klären",D,Passende Lösungen entstehen aus klarer Bedürfnisanalyse.,"Bildungsplan Detailhandelsfachfrau/Detailhandelsfachmann EFZ, BDS/SBFI",https://www.bds-fcs.ch/de/Digitale-Medien/Download-Center?download=17
detailhandel,Detailhandelsfachfrau/Detailhandelsfachmann EFZ,dh_l02,HKB a,L02,Kundenbedürfnisse und Nutzenargumentation,hard,single_choice,Welche Aussage zum Thema Bedürfnisanalyse ist fachlich korrekt?,"mit Fragen Bedarf, Motiv und Situation klären",Produkt sofort aufdrängen im Rahmen der Routine,Kundenwunsch übergehen nach gängiger Praxis,keine Rückfragen stellen unter typischen Arbeitsbedingungen,A,Passende Lösungen entstehen aus klarer Bedürfnisanalyse.,"Bildungsplan Detailhandelsfachfrau/Detailhandelsfachmann EFZ, BDS/SBFI",https://www.bds-fcs.ch/de/Digitale-Medien/Download-Center?download=17
detailhandel,Detailhandelsfachfrau/Detailhandelsfachmann EFZ,dh_l02,HKB a,L02,Kundenbedürfnisse und Nutzenargumentation,easy,single_choice,Welche Aussage beschreibt das Thema offene Frage im Beruf Detailhandelsfachfrau/Detailhandelsfachmann EFZ am besten?,nur Ja-Nein-Fragen stellen im normalen Betriebsablauf,Kunden zum Erzählen und Präzisieren anregen,Antworten vorgeben bei sachgemässem Ablauf,Gespräch beenden im normalen Praxisalltag,B,Offene Fragen liefern mehr Informationen.,"Bildungsplan Detailhandelsfachfrau/Detailhandelsfachmann EFZ, BDS/SBFI",https://www.bds-fcs.ch/de/Digitale-Medien/Download-Center?download=17
detailhandel,Detailhandelsfachfrau/Detailhandelsfachmann EFZ,dh_l02,HKB a,L02,Kundenbedürfnisse und Nutzenargumentation,medium,single_choice,Worauf muss man beim Thema offene Frage in der Praxis besonders achten?,nur Ja-Nein-Fragen stellen im konkreten Auftrag,Antworten vorgeben bei vergleichbaren Aufgaben,Kunden zum Erzählen und Präzisieren anregen,Gespräch beenden im Rahmen der Routine,C,Offene Fragen liefern mehr Informationen.,"Bildungsplan Detailhandelsfachfrau/Detailhandelsfachmann EFZ, BDS/SBFI",https://www.bds-fcs.ch/de/Digitale-Medien/Download-Center?download=17
detailhandel,Detailhandelsfachfrau/Detailhandelsfachmann EFZ,dh_l02,HKB a,L02,Kundenbedürfnisse und Nutzenargumentation,hard,single_choice,Welche Aussage zum Thema offene Frage ist fachlich korrekt?,nur Ja-Nein-Fragen stellen im üblichen Berufsalltag,Antworten vorgeben bei sachgemässer Ausführung,Gespräch beenden im normalen Betriebsablauf,Kunden zum Erzählen und Präzisieren anregen,D,Offene Fragen liefern mehr Informationen.,"Bildungsplan Detailhandelsfachfrau/Detailhandelsfachmann EFZ, BDS/SBFI",https://www.bds-fcs.ch/de/Digitale-Medien/Download-Center?download=17
detailhandel,Detailhandelsfachfrau/Detailhandelsfachmann EFZ,dh_l02,HKB a,L02,Kundenbedürfnisse und Nutzenargumentation,easy,single_choice,Welche Aussage beschreibt das Thema Nutzenargumentation im Beruf Detailhandelsfachfrau/Detailhandelsfachmann EFZ am besten?,Produktmerkmale in konkreten Kundennutzen übersetzen,nur technische Daten aufzählen im üblichen Arbeitsumfeld,Kundenbedürfnis ignorieren im laufenden Tagesgeschäft,Preis verschweigen im konkreten Auftrag,A,Nutzen verbindet Angebot und Bedarf.,"Bildungsplan Detailhandelsfachfrau/Detailhandelsfachmann EFZ, BDS/SBFI",https://www.bds-fcs.ch/de/Digitale-Medien/Download-Center?download=17
detailhandel,Detailhandelsfachfrau/Detailhandelsfachmann EFZ,dh_l02,HKB a,L02,Kundenbedürfnisse und Nutzenargumentation,medium,single_choice,Worauf muss man beim Thema Nutzenargumentation in der Praxis besonders achten?,nur technische Daten aufzählen unter typischen Arbeitsbedingungen,Produktmerkmale in konkreten Kundennutzen übersetzen,Kundenbedürfnis ignorieren nach gängiger Praxis,Preis verschweigen im üblichen Berufsalltag,B,Nutzen verbindet Angebot und Bedarf.,"Bildungsplan Detailhandelsfachfrau/Detailhandelsfachmann EFZ, BDS/SBFI",https://www.bds-fcs.ch/de/Digitale-Medien/Download-Center?download=17
detailhandel,Detailhandelsfachfrau/Detailhandelsfachmann EFZ,dh_l02,HKB a,L02,Kundenbedürfnisse und Nutzenargumentation,hard,single_choice,Welche Aussage zum Thema Nutzenargumentation ist fachlich korrekt?,nur technische Daten aufzählen bei sachgemässem Ablauf,Kundenbedürfnis ignorieren im normalen Praxisalltag,Produktmerkmale in konkreten Kundennutzen übersetzen,Preis verschweigen im üblichen Arbeitsumfeld,C,Nutzen verbindet Angebot und Bedarf.,"Bildungsplan Detailhandelsfachfrau/Detailhandelsfachmann EFZ, BDS/SBFI",https://www.bds-fcs.ch/de/Digitale-Medien/Download-Center?download=17
detailhandel,Detailhandelsfachfrau/Detailhandelsfachmann EFZ,dh_l02,HKB a,L02,Kundenbedürfnisse und Nutzenargumentation,easy,single_choice,Welche Aussage beschreibt das Thema Storytelling im Beruf Detailhandelsfachfrau/Detailhandelsfachmann EFZ am besten?,unpassende Geschichten erfinden bei vergleichbaren Aufgaben,Fakten verfälschen im Rahmen der Routine im konkreten Auftrag,Kunden langweilen unter typischen Arbeitsbedingungen,Produkte mit anschaulichen Beispielen und Geschichten erlebbar machen,D,Storytelling kann Beratung emotional unterstützen.,"Bildungsplan Detailhandelsfachfrau/Detailhandelsfachmann EFZ, BDS/SBFI",https://www.bds-fcs.ch/de/Digitale-Medien/Download-Center?download=17
detailhandel,Detailhandelsfachfrau/Detailhandelsfachmann EFZ,dh_l02,HKB a,L02,Kundenbedürfnisse und Nutzenargumentation,medium,single_choice,Worauf muss man beim Thema Storytelling in der Praxis besonders achten?,Produkte mit anschaulichen Beispielen und Geschichten erlebbar machen,unpassende Geschichten erfinden bei sachgemässer Ausführung,Fakten verfälschen im normalen Betriebsablauf nach gängiger Praxis,Kunden langweilen bei sachgemässem Ablauf im üblichen Berufsalltag,A,Storytelling kann Beratung emotional unterstützen.,"Bildungsplan Detailhandelsfachfrau/Detailhandelsfachmann EFZ, BDS/SBFI",https://www.bds-fcs.ch/de/Digitale-Medien/Download-Center?download=17
