course_key,course_name,module_key,hk,sub_hk,topic,difficulty,question_type,question,option_a,option_b,option_c,option_d,correct_option,explanation,source,source_url
strassenbau,Strassenbauer/in EFZ,stb_hk1,HK1,1.5,Maschineneinsatz,medium,single_choice,Warum müssen Treibstoffe und Schmiermittel passend zur Maschine gewählt werden?,Damit Motor und Bauteile korrekt funktionieren und Schäden vermieden werden,Damit die Maschine schwerer wird,Damit mehr Rauch entsteht,Damit Wartung überflüssig wird,A,Falsche Betriebsstoffe können Maschinen beschädigen und Umwelt- oder Sicherheitsprobleme verursachen.,"Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk1,HK1,1.5,Maschinensicherheit,hard,single_choice,Eine Maschine zeigt vor Arbeitsbeginn einen Defekt an der Sicherheitsvorrichtung. Was ist richtig?,"Trotzdem verwenden, wenn es schnell gehen muss",Nicht verwenden und den Defekt melden,Sicherheitsvorrichtung entfernen,Nur langsam damit arbeiten,B,Defekte Sicherheitsvorrichtungen sind ein Ausschlussgrund für den Einsatz und müssen gemeldet werden.,"Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,HK2,2.1,Baustelleneinrichtung,easy,single_choice,Was gehört zu einer betriebsbereiten Baustelle?,"Sichere Zugänge, korrekte Signalisation und bereitgestellte Arbeitsmittel",Nur eine offene Materialfläche,Keine Absperrung,Werkzeuge ohne Ordnung,A,"Eine Baustelle ist betriebsbereit, wenn Sicherheit, Organisation und Arbeitsmittel gewährleistet sind.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,HK2,2.1,Baustellensignalisation,medium,single_choice,Warum muss die Baustellensignalisation normgerecht aufgestellt werden?,Damit Verkehrsteilnehmende und Arbeitende rechtzeitig geschützt und geführt werden,Damit die Baustelle schöner aussieht,Damit weniger Material gebraucht wird,Damit keine Pläne nötig sind,A,"Normgerechte Signalisation schützt Arbeitende, Verkehr und Dritte.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,HK2,2.1,Baustelleneinrichtung,medium,single_choice,Was ist bei der Einrichtung einer Baustelle besonders wichtig?,"Material so lagern, dass Wege sicher und Abläufe effizient bleiben",Material zufällig verteilen,Zufahrten blockieren,Warnkleidung vermeiden,A,Sichere und effiziente Abläufe hängen stark von guter Ordnung und Materialplatzierung ab.,"Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,HK2,2.1,Kontrolle,hard,single_choice,Was kontrollierst du vor Arbeitsbeginn auf einer eingerichteten Baustelle?,Nur ob Kaffee vorhanden ist,"Betriebsbereitschaft, Sicherheit für Personal und Dritte sowie Vollständigkeit",Nur die Farbe der Absperrung,Ob niemand Fragen stellt,B,"Die Einrichtung muss auf Sicherheit, Vollständigkeit und Betriebsbereitschaft geprüft werden.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,HK2,2.2,Einmessen,easy,single_choice,Wozu dienen Referenzpunkte beim Abstecken?,Zur genauen Übertragung von Lage und Höhe auf die Baustelle,Zur Dekoration der Baustelle,Zum Lagern von Werkzeugen,Zum Messen der Lufttemperatur,A,Referenzpunkte ermöglichen die genaue Übertragung von Plänen ins Gelände.,"Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,HK2,2.2,Höhenmessung,medium,single_choice,Welche Folge kann eine falsche Höhenmessung haben?,"Falsches Gefälle, Wasseransammlungen oder fehlerhafte Anschlüsse",Automatisch bessere Verdichtung,Weniger Kontrollbedarf,Mehr Sicherheit ohne Massnahmen,A,"Höhenfehler können Funktion, Entwässerung und Anschlüsse stark beeinträchtigen.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,HK2,2.2,Messgeräte,medium,single_choice,Wie sind Messgeräte auf der Baustelle zu behandeln?,"Sorgfältig, geschützt und gemäss Bedienungsvorgaben",Wie Schaufeln,Ungeschützt im Regen,"Nur grob, weil Messungen immer gleich bleiben",A,"Messgeräte müssen sorgfältig behandelt werden, weil Messfehler grosse Folgen haben können.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,HK2,2.2,Kontrollmessung,hard,single_choice,Wann ist eine Kontrollmessung besonders sinnvoll?,Wenn Lage oder Höhe entscheidend für Folgearbeiten ist,Nur nach Feierabend,Wenn keine Pläne vorhanden sind,"Nie, wenn schnell gearbeitet wird",A,"Kontrollmessungen sichern die Qualität, besonders bei massgebenden Höhen und Linien.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,HK2,2.3,Schalung,easy,single_choice,Welche Aufgabe hat eine Schalung beim Betonieren?,Sie gibt dem Beton bis zum Erhärten die gewünschte Form,Sie ersetzt die Bewehrung,Sie dient nur als Dekoration,Sie macht Nachbehandlung unnötig,A,"Schalungen halten den frischen Beton in Form, bis er ausreichend erhärtet ist.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,HK2,2.3,Bewehrung,medium,single_choice,Welche Funktion hat Bewehrung im Stahlbeton?,Sie nimmt vor allem Zugkräfte auf und verbessert die Tragfähigkeit,Sie macht Beton flüssiger,Sie ersetzt die Schalung,Sie verhindert jede Rissbildung vollständig,A,"Bewehrung ergänzt Beton, indem sie Zugkräfte aufnehmen kann.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,HK2,2.3,Betonverdichtung,medium,single_choice,Warum wird Beton verdichtet?,"Um Hohlräume zu reduzieren und eine dichte, tragfähige Struktur zu erhalten",Um mehr Luft einzubauen,Um Beton schneller zu verschmutzen,Um die Schalung zu entfernen,A,Verdichtung reduziert Lufteinschlüsse und verbessert Festigkeit und Dauerhaftigkeit.,"Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,HK2,2.3,Nachbehandlung,hard,single_choice,Warum ist die Nachbehandlung von Beton wichtig?,Sie schützt vor zu schnellem Austrocknen und unterstützt die Festigkeitsentwicklung,Sie ersetzt jede Kontrolle,Sie macht Beton sofort voll belastbar,Sie dient nur der Optik,A,Nachbehandlung verhindert schädliches Austrocknen und unterstützt die Erhärtung.,"Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,HK2,2.4,Fertigteile versetzen,easy,single_choice,Worauf müssen Betonfertigteile beim Versetzen aufliegen?,"Auf einer vorbereiteten, tragfähigen und ebenen Unterlage",Auf losem Abfall,Direkt auf Wasser,Auf ungeprüftem Humus,A,"Fertigteile benötigen eine geeignete Unterlage, damit Lage und Stabilität stimmen.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,HK2,2.4,Montage,medium,single_choice,Warum müssen Versetzvorschriften eingehalten werden?,"Damit Bauteile sicher, lagegenau und ohne Schäden montiert werden",Damit die Arbeit beliebig wird,Damit keine Kontrolle nötig ist,Damit mehr Material verbraucht wird,A,"Versetzvorschriften sichern Qualität, Sicherheit und Dauerhaftigkeit.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,HK2,2.4,Schutzmassnahmen,medium,single_choice,Wie schützt man Fertigteile während des Bauprozesses?,"Durch sorgfältigen Transport, geeignete Lagerung und Schutz vor Beschädigung",Durch Werfen auf die Baustelle,Durch Lagern im Fahrweg,Durch Entfernen aller Kanten,A,Fertigteile müssen vor mechanischen Schäden und Witterung geschützt werden.,"Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,HK2,2.4,Sichtkontrolle,hard,single_choice,Was kann bei einer visuellen Kontrolle von Fertigteilen erkannt werden?,"Beschädigungen, falsche Lage, schiefe Ausrichtung oder Montagefehler",Nur das Gewicht,Nur das Alter des Betons,Keine fachlichen Mängel,A,"Sichtkontrollen helfen, Schäden und Ausführungsmängel frühzeitig zu erkennen.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,HK2,2.5,Baustelle abräumen,easy,single_choice,Was bedeutet Baustelle fachgerecht abräumen?,"Material, Inventar und Signalisation geordnet entfernen und Zustand gemäss Vorgabe herstellen",Alles liegen lassen,Nur Maschinen abholen,Abfälle vergraben,A,Beim Abräumen wird die Baustelle vollständig und vorschriftsgemäss zurückgegeben.,"Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,HK2,2.5,Signalisation abräumen,medium,single_choice,Was ist beim Entfernen der Baustellensignalisation wichtig?,"Sie darf erst entfernt werden, wenn keine Gefahr oder Verkehrsführung mehr besteht",Sie wird immer zuerst entfernt,Sie bleibt immer stehen,Sie wird ungeordnet am Strassenrand gelagert,A,Signalisation schützt bis zum Ende der Gefährdung und muss kontrolliert entfernt werden.,"Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,HK2,2.5,Transport,medium,single_choice,Was bedeutet Transporttauglichkeit von Material?,"Material ist gesichert, sauber vorbereitet und kann ohne Gefahr transportiert werden",Material liegt lose auf dem Fahrzeug,Material ist möglichst nass,Material wird ohne Kontrolle geladen,A,Transporttaugliches Material ist für sicheren Abtransport vorbereitet und gesichert.,"Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,HK2,2.5,Rückgabe,hard,single_choice,Warum wird die Baustelle vor der Rückgabe kontrolliert?,"Um Vollständigkeit, Sicherheit und vorgegebenen Zustand zu bestätigen",Um die Arbeit zu verzögern,Um Fehler zu verstecken,Um keine Meldung machen zu müssen,A,"Die Abschlusskontrolle stellt sicher, dass alle Vorgaben erfüllt sind.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk7,HK7,7.1,Aushub,easy,single_choice,Was ist beim Humusabtrag besonders wichtig?,Humus getrennt abtragen und sauber deponieren,Humus mit Kies vermischen,Humus als Fundationsschicht verwenden,Humus in die Kanalisation spülen,A,Bodenmaterialien müssen getrennt behandelt und deponiert werden.,"Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk7,HK7,7.1,Bodenmaterial,medium,single_choice,Warum werden Bodenmaterialien getrennt deponiert?,Damit sie fachgerecht wiederverwendet oder entsorgt werden können,Damit mehr Platz verbraucht wird,Damit sie sich schneller vermischen,Damit keine Kontrolle nötig ist,A,"Getrennte Deponierung ermöglicht korrekte Wiederverwendung, Entsorgung und Qualitätssicherung.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk7,HK7,7.1,Planum,easy,single_choice,Was ist ein Planum im Strassenbau?,"Eine profilgerechte, vorbereitete Unterlage für den weiteren Oberbau",Eine fertige Asphaltdeckschicht,Ein Rapportformular,Ein Baustellenfahrzeug,A,Das Planum bildet die vorbereitete Grundlage für weitere Schichten.,"Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
