course_key,course_name,module_key,module_title,lesson_position,lesson_title,question_type,difficulty,position,question,option_a,option_b,option_c,option_d,correct_option,explanation,source,source_url
strassenbau,Strassenbauer/in EFZ,stb_hk1,Strassenbauarbeiten vorbereiten und ausführen,10,Arbeitssicherheit und Notfall,single_choice,easy,1,Welche Aussage passt am besten zu «PSA»?,PSA vollständig tragen; Zustand prüfen,Helm später holen; Risiko akzeptieren,Warnkleidung weglassen; Sichtbarkeit senken,Schuhe frei wählen; Schutzwirkung mindern,A,"PSA schützt nur, wenn sie vollständig, passend und intakt getragen wird.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk1,Strassenbauarbeiten vorbereiten und ausführen,10,Arbeitssicherheit und Notfall,single_choice,medium,12,Was ist bei «Sicherheitsmeldung» fachlich am wichtigsten?,"Allein entscheiden; Team nicht informieren, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team","Fehler verstecken; Risiko dulden, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","Zuständigkeit schieben; Beobachtung ignorieren, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien","Gefahr melden; Massnahme einleiten, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen",D,Gefahren müssen früh gemeldet und mit passenden Massnahmen reduziert werden.,"Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk1,Strassenbauarbeiten vorbereiten und ausführen,10,Arbeitssicherheit und Notfall,single_choice,medium,13,Welche Vorgehensweise ist im Thema «PSA» richtig?,PSA vollständig tragen; Zustand prüfen,Helm später holen; Risiko akzeptieren,Warnkleidung weglassen; Sichtbarkeit senken,Schuhe frei wählen; Schutzwirkung mindern,A,"PSA schützt nur, wenn sie vollständig, passend und intakt getragen wird.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk1,Strassenbauarbeiten vorbereiten und ausführen,10,Arbeitssicherheit und Notfall,single_choice,hard,14,Welche Handlung zeigt ein gutes Verständnis von «Gefahrenzone»?,"Absperrung verschieben; Dritte gefährden, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien","Bereich sichern; Zugang regeln, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Maschinen kreuzen; Blickkontakt meiden, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team","Lasten unterschreiten; Abstand verlieren, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall",B,Gefahrenzonen müssen erkennbar sein und dürfen nicht unkontrolliert betreten werden.,"Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk1,Strassenbauarbeiten vorbereiten und ausführen,10,Arbeitssicherheit und Notfall,single_choice,medium,15,Welche Entscheidung ist bei «Notfall» sinnvoll?,Weiterarbeiten; Meldung verzögern,Person bewegen; Gefahr ignorieren,Unfallstelle sichern; Hilfe alarmieren,Werkzeug räumen; Alarm vergessen,C,"Im Notfall gelten Eigenschutz, Sicherung und schnelle Alarmierung.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk1,Strassenbauarbeiten vorbereiten und ausführen,10,Arbeitssicherheit und Notfall,single_choice,easy,16,Welche Aussage passt am besten zu «Verkehr»?,Fahrspur betreten; Absprache meiden,Rückwärtsgang ignorieren; Warnung überhören,Tempo unterschätzen; Abstand kürzen,Signalisation beachten; Sichtkontakt halten,D,"Arbeiten am Verkehr verlangen klare Signale, Sichtbarkeit und Abstand.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk1,Strassenbauarbeiten vorbereiten und ausführen,10,Arbeitssicherheit und Notfall,single_choice,medium,17,Was ist bei «Gesundheitsschutz» fachlich am wichtigsten?,"Belastung reduzieren; Pausen einhalten, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","Staub einatmen; Maske meiden, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien","Hitze verdrängen; Trinken vergessen, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Lärm ignorieren; Schutz ablegen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team",A,"Gesundheitsschutz umfasst Lärm, Staub, Wetter, Ergonomie und Erholung.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk1,Strassenbauarbeiten vorbereiten und ausführen,10,Arbeitssicherheit und Notfall,single_choice,medium,18,Welche Vorgehensweise ist im Thema «Sicherheitsmeldung» richtig?,"Zuständigkeit schieben; Beobachtung ignorieren, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien","Gefahr melden; Massnahme einleiten, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Allein entscheiden; Team nicht informieren, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team","Fehler verstecken; Risiko dulden, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall",B,Gefahren müssen früh gemeldet und mit passenden Massnahmen reduziert werden.,"Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk1,Strassenbauarbeiten vorbereiten und ausführen,10,Arbeitssicherheit und Notfall,single_choice,hard,19,Welche Handlung zeigt ein gutes Verständnis von «PSA»?,Warnkleidung weglassen; Sichtbarkeit senken,Schuhe frei wählen; Schutzwirkung mindern,PSA vollständig tragen; Zustand prüfen,Helm später holen; Risiko akzeptieren,C,"PSA schützt nur, wenn sie vollständig, passend und intakt getragen wird.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk1,Strassenbauarbeiten vorbereiten und ausführen,10,Arbeitssicherheit und Notfall,single_choice,medium,20,Welche Entscheidung ist bei «Gefahrenzone» sinnvoll?,"Maschinen kreuzen; Blickkontakt meiden, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team","Lasten unterschreiten; Abstand verlieren, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","Absperrung verschieben; Dritte gefährden, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien","Bereich sichern; Zugang regeln, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen",D,Gefahrenzonen müssen erkennbar sein und dürfen nicht unkontrolliert betreten werden.,"Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk1,Strassenbauarbeiten vorbereiten und ausführen,10,Arbeitssicherheit und Notfall,single_choice,easy,21,Welche Aussage passt am besten zu «Notfall»?,Unfallstelle sichern; Hilfe alarmieren,Werkzeug räumen; Alarm vergessen,Weiterarbeiten; Meldung verzögern,Person bewegen; Gefahr ignorieren,A,"Im Notfall gelten Eigenschutz, Sicherung und schnelle Alarmierung.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk1,Strassenbauarbeiten vorbereiten und ausführen,10,Arbeitssicherheit und Notfall,single_choice,medium,22,Was ist bei «Verkehr» fachlich am wichtigsten?,Tempo unterschätzen; Abstand kürzen,Signalisation beachten; Sichtkontakt halten,Fahrspur betreten; Absprache meiden,Rückwärtsgang ignorieren; Warnung überhören,B,"Arbeiten am Verkehr verlangen klare Signale, Sichtbarkeit und Abstand.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk1,Strassenbauarbeiten vorbereiten und ausführen,10,Arbeitssicherheit und Notfall,single_choice,medium,23,Welche Vorgehensweise ist im Thema «Gesundheitsschutz» richtig?,"Hitze verdrängen; Trinken vergessen, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Lärm ignorieren; Schutz ablegen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team","Belastung reduzieren; Pausen einhalten, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","Staub einatmen; Maske meiden, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien",C,"Gesundheitsschutz umfasst Lärm, Staub, Wetter, Ergonomie und Erholung.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk1,Strassenbauarbeiten vorbereiten und ausführen,10,Arbeitssicherheit und Notfall,single_choice,hard,24,Welche Handlung zeigt ein gutes Verständnis von «Sicherheitsmeldung»?,"Allein entscheiden; Team nicht informieren, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team","Fehler verstecken; Risiko dulden, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","Zuständigkeit schieben; Beobachtung ignorieren, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien","Gefahr melden; Massnahme einleiten, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen",D,Gefahren müssen früh gemeldet und mit passenden Massnahmen reduziert werden.,"Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk1,Strassenbauarbeiten vorbereiten und ausführen,10,Arbeitssicherheit und Notfall,single_choice,medium,25,Welche Entscheidung ist bei «PSA» sinnvoll?,PSA vollständig tragen; Zustand prüfen,Helm später holen; Risiko akzeptieren,Warnkleidung weglassen; Sichtbarkeit senken,Schuhe frei wählen; Schutzwirkung mindern,A,"PSA schützt nur, wenn sie vollständig, passend und intakt getragen wird.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk1,Strassenbauarbeiten vorbereiten und ausführen,10,Arbeitssicherheit und Notfall,single_choice,easy,26,Welche Aussage passt am besten zu «Gefahrenzone»?,"Absperrung verschieben; Dritte gefährden, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien","Bereich sichern; Zugang regeln, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Maschinen kreuzen; Blickkontakt meiden, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team","Lasten unterschreiten; Abstand verlieren, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall",B,Gefahrenzonen müssen erkennbar sein und dürfen nicht unkontrolliert betreten werden.,"Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk1,Strassenbauarbeiten vorbereiten und ausführen,10,Arbeitssicherheit und Notfall,single_choice,medium,27,Was ist bei «Notfall» fachlich am wichtigsten?,Weiterarbeiten; Meldung verzögern,Person bewegen; Gefahr ignorieren,Unfallstelle sichern; Hilfe alarmieren,Werkzeug räumen; Alarm vergessen,C,"Im Notfall gelten Eigenschutz, Sicherung und schnelle Alarmierung.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk1,Strassenbauarbeiten vorbereiten und ausführen,10,Arbeitssicherheit und Notfall,single_choice,medium,28,Welche Vorgehensweise ist im Thema «Verkehr» richtig?,Fahrspur betreten; Absprache meiden,Rückwärtsgang ignorieren; Warnung überhören,Tempo unterschätzen; Abstand kürzen,Signalisation beachten; Sichtkontakt halten,D,"Arbeiten am Verkehr verlangen klare Signale, Sichtbarkeit und Abstand.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk1,Strassenbauarbeiten vorbereiten und ausführen,10,Arbeitssicherheit und Notfall,single_choice,hard,29,Welche Handlung zeigt ein gutes Verständnis von «Gesundheitsschutz»?,"Belastung reduzieren; Pausen einhalten, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","Staub einatmen; Maske meiden, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien","Hitze verdrängen; Trinken vergessen, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Lärm ignorieren; Schutz ablegen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team",A,"Gesundheitsschutz umfasst Lärm, Staub, Wetter, Ergonomie und Erholung.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk1,Strassenbauarbeiten vorbereiten und ausführen,10,Arbeitssicherheit und Notfall,single_choice,medium,30,Welche Entscheidung ist bei «Sicherheitsmeldung» sinnvoll?,"Zuständigkeit schieben; Beobachtung ignorieren, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien","Gefahr melden; Massnahme einleiten, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Allein entscheiden; Team nicht informieren, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team","Fehler verstecken; Risiko dulden, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall",B,Gefahren müssen früh gemeldet und mit passenden Massnahmen reduziert werden.,"Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk1,Strassenbauarbeiten vorbereiten und ausführen,20,Arbeitsvorbereitung,single_choice,easy,1,Welche Aussage passt am besten zu «Auftrag lesen»?,Vorgaben klären; Plan verstehen,Material raten; Masse schätzen,Ablauf starten; Risiken ignorieren,Fragen vermeiden; Plan weglegen,A,"Gute Vorbereitung beginnt mit Auftrag, Plan und Sicherheitsvorgaben.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk1,Strassenbauarbeiten vorbereiten und ausführen,20,Arbeitsvorbereitung,single_choice,medium,2,Was ist bei «Material bereitstellen» fachlich am wichtigsten?,Alles mitnehmen; Ordnung verlieren,Bedarf prüfen; Mengen abstimmen,Zu spät bestellen; Team blockieren,Resten vertrauen; Qualität ignorieren,B,Material wird passend zum Auftrag und zur Arbeitsfolge bereitgestellt.,"Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
